1 52.11
1 57.65
1 66.44
1 44.68
1 40.57
1 35.04
1 50.71
1 66.17
1 39.43
1 46.17
1 58.76
1 47.97
1 39.18
1 64.63
1 69.38
1 32.38
1 29.98
1 59.32
1 43.04
1 57.83
1 46.07
1 47.74
1 48.66
1 40.8
1 66.32
1 53.7
1 52.42
1 71.38
1 59.66
1 47.52
1 39.51
2 57.57
2 42.4
2 41.41
2 55.22
2 43.9
2 53.04
2 49
2 62.45
2 53.78
2 49.08
2 40.25
2 43.08
2 52.43
2 21.73
2 53.68
2 41.45
2 45.47
2 34.06
2 33.45
2 60.78
2 35.92
2 52.4
3 40.69
3 43.22
3 45.57
3 46.73
3 49.2
3 50.27
3 42.79
3 61.03
3 53.03
3 37.98
3 50.42
3 54.19
3 55.95
3 40.53
3 55.59
3 69.12
3 54.18
3 41.88
3 47.14
3 42.86
3 49.12
3 52.04
3 38.34
4 55
4 54.23
4 53.4
4 34.34
4 48.07
4 53.65
4 46.6
4 60.93
4 56.3
4 31.21
4 31.56
4 31.53
4 59.25
4 31.31
4 51.54
4 57.84
4 42.3
4 56.57
4 43.38
5 33.3
5 33.24
5 39.66
5 49.48
5 24.88
5 32.72
5 51.1
5 48.38
5 41.14
5 27.89
5 35.12
5 28.26
5 47.54
5 24.28
5 46.25
5 37.99
5 39.1
5 27.82
5 31.98
5 29.64
5 38.47
6 39.92
6 38.33
6 37.38
6 34.24
6 39.49
6 40.33
6 36.46
6 38.03
6 47.06
6 40.75
6 38.4
6 52.93
6 26.14
6 32.95
6 36.48
6 44.63
7 42.71
7 40.72
7 36.7
7 48.91
7 36.11
7 36.46
7 32.08
7 47.58
7 34.62
7 39.79
7 48.43
7 37
7 33.62
7 49.87
7 35.84
7 46.25
8 38.48
8 43.39
8 61.3
8 58.4
8 41.75
8 41.86
8 55.91
8 42.07
8 36.3
8 42.6
8 42.65
8 44.02
8 47.64
8 66.83
8 47.41
8 61.74
8 54.13
8 43.8
8 41.02
8 80
8 47.67
8 35.73
9 53.08
9 56.46
9 44.66
9 51.6
9 46.42
9 41.11
9 39.67
9 48.66
9 48.99
9 52.12
9 43.04
9 42.9
9 64.95
9 36.89
9 53.68
9 55.06
9 46.62
9 43.12
9 44.06
9 57.07
9 39.24
9 64.21
9 48.96
9 57.18
10 43.19
10 39.72
10 47.76
10 33.5
10 30.87
10 34.06
10 43.95
10 37.08
10 49.7
10 49.83
10 35.36
10 53.48
10 34.91
10 43.36
10 49.23
10 27.9
10 56.5
10 28.83
11 60.86
11 60.7
11 67.69
11 61.74
11 46.47
11 56.55
11 65.89
11 47.89
11 63.34
11 44.12
11 62.18
12 45.18
12 29.99
12 63.71
12 59.97
12 65.09
12 64.5
12 53.72
12 62.08
12 46.41
12 62.56
12 27.04
12 61.06
12 39.03
12 41.68
12 50.54
12 41.53
12 35.41
12 64.69
12 38.45
12 32.06
12 41.42
12 79.01
12 47.2
12 41.93
12 68.93
12 67.64
12 53.5
12 34.03
12 45.83
12 51.62
13 49.08
13 63.32
13 45.7
13 50.52
13 54.41
13 46.11
13 46.81
13 55.59
13 41.36
13 63.6
13 51.93
13 35.46
13 59.07
13 53.82
